jwestin, 1000, 60, 1, [1], 4812.23857216658, 0.0020396925914198897, 2.3376623376623376, 100.0, 100.0, 100.0, 135.18085106382978, -1.0, -1.0, -1.0, 75.58441558441558, 33.045212765957444
jwestin, 1000, 60, 2, [1], 10058.955858092684, 0.004263541267434304, 2.3255813953488373, 1.6867469879518073, 100.0, 100.0, 134.89153439153438, 129.88480392156862, -1.0, -1.0, 51.003082095825164, 65.69408457827575
jwestin, 1000, 60, 3, [1], 14756.186572014198, 0.0062544871741461, 3.651685393258427, 0.7263922518159807, 1.9607843137254901, 100.0, 136.66763848396502, 138.8780487804878, 129.5825, -1.0, 26.584715489699974, 101.0320468161132
jwestin, 1000, 60, 4, [1], 20706.25874825035, 0.008776456514252705, 0.7281553398058253, 1.2224938875305624, 1.9851116625310175, 1.6786570743405276, 139.25427872860635, 135.9628712871287, 131.52151898734178, 127.48048780487805, 1.4036044910519831, 133.5547892019887
jwestin, 1000, 60, 5, [1], 22818.596900516583, 0.009671782133533301, 1.386481802426343, 3.061224489795918, 0.9708737864077669, 0.9302325581395349, 196.2847100175747, 126.21052631578948, 136.8357843137255, 131.10093896713616, 1.5872031591923905, 147.60798990355644
jwestin, 1000, 60, 6, [1], 22408.69173984769, 0.009498041678470057, 1.5779092702169626, 1.9880715705765408, 2.307692307692308, 2.5773195876288657, 223.62324649298597, 222.32048681541582, 133.4435695538058, 131.83862433862433, 2.1127481840286695, 177.80648180020796
jwestin, 1000, 60, 7, [1], 24123.175364927014, 0.010224734566975494, 1.3916500994035785, 2.3904382470119523, 3.041825095057034, 2.261306532663317, 226.83064516129033, 219.7265306122449, 203.22745098039215, 130.83547557840618, 2.2713049935339704, 195.1550255830834
jwestin, 1000, 60, 8, [1], 25236.552689462107, 0.010696645393143593, 2.6262626262626263, 2.345415778251599, 1.8145161290322582, 1.4466546112115732, 221.19917012448133, 237.2991266375546, 226.97946611909651, 203.3651376146789, 2.058212286189514, 222.21072512395284
jwestin, 1000, 60, 9, [1], 25581.65730758336, 0.01084291979793267, 2.788844621513944, 1.443298969072165, 1.3257575757575757, 1.1583011583011582, 338.63729508196724, 235.38912133891213, 216.00191938579655, 222.01953125, 1.6790505811612109, 253.011966764169
jwestin, 1000, 60, 10, [1], 24558.288342331532, 0.010409159487546935, 2.263374485596708, 2.8169014084507045, 2.268041237113402, 2.404809619238477, 353.07157894736844, 339.3706004140787, 227.37130801687763, 220.26899383983573, 2.4382816875998228, 285.0206203045401
jwestin, 1000, 60, 1, [2], 4722.491626256061, 0.0020016528770684396, 1.6, 100.0, 100.0, 100.0, 145.16531165311653, -1.0, -1.0, -1.0, 75.4, 35.54132791327913
jwestin, 1000, 60, 2, [2], 10353.646952957057, 0.004388447635632433, 1.7543859649122806, 1.4184397163120568, 100.0, 100.0, 135.01020408163265, 129.41966426858514, -1.0, -1.0, 50.793206420306085, 65.60746708755445
jwestin, 1000, 60, 3, [2], 14947.41051789642, 0.006335538447865982, 2.33160621761658, 2.2058823529411766, 2.2443890274314215, 100.0, 135.0397877984085, 127.72932330827068, 129.72448979591837, -1.0, 26.695469399497295, 97.87340022564939
jwestin, 1000, 60, 4, [2], 19912.48562811391, 0.008440011608595916, 2.3017902813299234, 2.356020942408377, 2.604166666666667, 0.9280742459396751, 133.38743455497382, 136.52815013404825, 133.39304812834226, 131.03512880562062, 2.0475130340861605, 133.58594040574624
jwestin, 1000, 60, 5, [2], 21358.57230933298, 0.009052943042896262, 1.2681159420289856, 3.021978021978022, 2.631578947368421, 1.2315270935960592, 206.84770642201835, 138.42492917847025, 134.75135135135136, 136.81047381546134, 2.0383000012428716, 154.20861519182532
jwestin, 1000, 60, 6, [2], 23278.544291141778, 0.009866733250572109, 1.937984496124031, 2.4208566108007448, 2.525252525252525, 1.466992665036675, 216.76482213438734, 203.1793893129771, 129.16321243523316, 133.62531017369727, 2.0877715743034937, 170.6831835140737
jwestin, 1000, 60, 7, [2], 24199.9600079984, 0.010257280141193984, 3.024193548387097, 2.6970954356846475, 2.209944751381215, 1.6786570743405276, 217.7047817047817, 226.90191897654583, 202.99623352165725, 128.61463414634147, 2.402472702448372, 194.05439208733156
